variant,window_date,asset_id,target_winsorize_quantile,lower,upper,n_train,n_low_clipped,n_high_clipped,mean_before,mean_after,std_before,std_after
positive_beta_prior,2025-11-28,VNQI,0.025,-0.0749010190538916,0.08432238319042087,56,2,2,-0.0017196335050451924,-0.0017112279870726197,0.04707861442999848,0.04316964511947306
positive_beta_prior,2025-11-28,VEA,0.025,-0.0836943826536069,0.0849272750309554,56,2,2,0.004586170339498018,0.004386830934104703,0.044225965568690156,0.04159038548444974
positive_beta_prior,2025-11-28,VWO,0.025,-0.06754061392190999,0.07531153439069899,56,2,2,0.0011786664774028324,0.0006550686682323065,0.04122019559348269,0.03639701603098409
positive_beta_prior,2025-11-28,VSS,0.025,-0.09376721938004678,0.08668198623883541,56,2,2,0.002392911055391342,0.002456707239319383,0.045046684455100794,0.04288655396514649
positive_beta_prior,2025-11-28,BND,0.025,-0.03654373586633827,0.032234774052774307,56,2,2,-0.002420765398294742,-0.0023758974175122002,0.01847076556057106,0.017681126634537688
positive_beta_prior,2025-11-28,IEF,0.025,-0.042156341845739895,0.03307011300550591,56,2,2,-0.003109476236714741,-0.0030985049519746803,0.022018114135833135,0.021455229281224782
positive_beta_prior,2025-11-28,BNDX,0.025,-0.03134894873088928,0.028891541971440504,56,2,2,-0.002506801262013198,-0.002417371750561969,0.015095908991715559,0.01472974298116322
positive_beta_prior,2025-11-28,LQD,0.025,-0.056396581586669436,0.056962451214396886,56,2,2,-0.0021168123873495153,-0.002160908991488219,0.028468545143432743,0.026977328330979246
positive_beta_prior,2025-11-28,HYG,0.025,-0.04423353555964113,0.039774318490274074,56,2,2,0.0005148258920383762,0.0004957708738469963,0.022338118771901054,0.019610431475418005
positive_beta_prior,2025-11-28,EWX,0.025,-0.06665106620908338,0.06937769485318737,56,2,2,0.003116419669425546,0.0028880260253128106,0.0361684340399512,0.0333207143597714
positive_beta_prior,2025-11-28,VWOB,0.025,-0.06405860030206742,0.052853915474726954,56,2,2,-0.00032574666548517074,-0.0010419366329422486,0.029028722421739143,0.026921756479848104
positive_beta_prior,2025-11-28,HYEM,0.025,-0.0542898853573696,0.04022473656982198,56,2,2,-0.000447088438981643,-0.0013365754939639839,0.025038835845072816,0.02109708586408421
positive_beta_prior,2025-12-31,SPY,0.025,-0.08644159719845865,0.0830060792380797,57,2,2,0.008746288455225123,0.00874338053345821,0.044147557757551456,0.04340194361485476
positive_beta_prior,2025-12-31,MGK,0.025,-0.10125559107170505,0.1078177172786481,57,2,2,0.011310389866554206,0.011482310176818838,0.05791973895197182,0.05544564671140922
positive_beta_prior,2025-12-31,VTV,0.025,-0.07489064705070926,0.06646665951025718,57,2,2,0.00644127900716659,0.0057446496804767,0.03991933724277847,0.03757431780221195
positive_beta_prior,2025-12-31,IJR,0.025,-0.08533688320614652,0.11444301470340801,57,2,2,0.0017895899013909218,0.0018336092056984847,0.05675003747569406,0.05576377238173056
positive_beta_prior,2025-12-31,IWM,0.025,-0.09758838773382734,0.1076134976395303,57,2,2,0.0016789140563080822,0.0015729229379926359,0.05817397411192297,0.057750156689306664
positive_beta_prior,2025-12-31,VNQ,0.025,-0.08599600959174161,0.0986242772478954,57,2,2,0.0010921582919339653,0.0015838416989618202,0.055395378616960575,0.053105258970035006
positive_beta_prior,2025-12-31,VNQI,0.025,-0.07482882918024239,0.0840194387535113,57,2,2,-0.0016737721070152263,-0.0016736107056127118,0.04665766093629219,0.042757731001086194
positive_beta_prior,2025-12-31,VEA,0.025,-0.0830842720320137,0.08485361830575085,57,2,2,0.005004388894813503,0.004827369615703884,0.043942898023318626,0.041288538558979425
positive_beta_prior,2025-12-31,VWO,0.025,-0.06737900531593718,0.07505679685082543,57,2,2,0.0012673179181162523,0.0007496383535311481,0.040855982915353244,0.036048446960285585
positive_beta_prior,2025-12-31,VSS,0.025,-0.09300300245676156,0.08654980361462507,57,2,2,0.002657184290907849,0.002742037885611709,0.04468723417438362,0.04247730225660338
positive_beta_prior,2025-12-31,BND,0.025,-0.03629253979976486,0.03218759370643212,57,2,2,-0.0024878972803974637,-0.0024366580108486076,0.018312120437233112,0.01750931788036972
positive_beta_prior,2025-12-31,IEF,0.025,-0.04210903296950308,0.03306040750396999,57,2,2,-0.003245143728555855,-0.0032330455058392727,0.02184466474122733,0.021283849067629354
positive_beta_prior,2025-12-31,BNDX,0.025,-0.03133728033991101,0.028844665877143384,57,2,2,-0.0026107246143360087,-0.0025240993996933584,0.014981077086336936,0.014614929040129516
positive_beta_prior,2025-12-31,LQD,0.025,-0.056002373728026654,0.056583124458062725,57,2,2,-0.0022657487321473876,-0.0023085495677114256,0.02823561533177713,0.02670043585344366
positive_beta_prior,2025-12-31,HYG,0.025,-0.04415964860589947,0.039487720719133416,57,2,2,0.0005348128117643775,0.0005086285546851622,0.022138287130142903,0.019408464405721144
positive_beta_prior,2025-12-31,EWX,0.025,-0.06653474860949701,0.06897862278860452,57,2,2,0.0031586983056835385,0.002924390358309747,0.035845468132474606,0.03298635806833441
positive_beta_prior,2025-12-31,VWOB,0.025,-0.0639668332421717,0.052519582716594265,57,2,2,-0.0003421920305738908,-0.0010543283388909134,0.028768637802182122,0.026648514438842124
positive_beta_prior,2025-12-31,HYEM,0.025,-0.05395882531768774,0.04021372438801714,57,2,2,-0.00032597781845854624,-0.0011886300879893716,0.02483110847291286,0.020902636789412527
positive_beta_prior,2026-01-30,SPY,0.025,-0.08632392917707785,0.0827972829924448,58,2,2,0.0087953880762623,0.008789387938517086,0.04376018256408277,0.04299940886130329
positive_beta_prior,2026-01-30,MGK,0.025,-0.10083926163679985,0.10761227074565262,58,2,2,0.010773816215419922,0.010950044206607914,0.05755467570999546,0.05506816461902394
positive_beta_prior,2026-01-30,VTV,0.025,-0.07456999327869422,0.06627684510691052,58,2,2,0.00706515611227182,0.006385049338409976,0.03985186721415389,0.03752184223127575
positive_beta_prior,2026-01-30,IJR,0.025,-0.08529390309048696,0.11411713139729042,58,2,2,0.002684998324597948,0.002718503392953379,0.056661869405721856,0.05566552156000846
positive_beta_prior,2026-01-30,IWM,0.025,-0.09749909157243289,0.10757327571927147,58,2,2,0.0025384831293600433,0.0024360116593305733,0.0580318271126688,0.057608014321812874
positive_beta_prior,2026-01-30,VNQ,0.025,-0.08592601953465971,0.09855698301176391,58,2,2,0.0014686014483483952,0.0019519005145981962,0.054982098822086545,0.052703480581319385
positive_beta_prior,2026-01-30,VNQI,0.025,-0.07475663930659317,0.08371649431660162,58,2,2,-0.0009109216946528097,-0.00091872012993863,0.04661006334219268,0.04275190171167622
positive_beta_prior,2026-01-30,VEA,0.025,-0.0824741614104205,0.08477996158054628,58,2,2,0.005890961732488146,0.005735492920135199,0.04407595870355822,0.04143115454477125
positive_beta_prior,2026-01-30,VWO,0.025,-0.06721739670996439,0.07480205931095182,58,2,2,0.0020584866540590647,0.0015465212566598823,0.04094181130205213,0.03621779431036775
positive_beta_prior,2026-01-30,VSS,0.025,-0.09223878553347634,0.08641762099041467,58,2,2,0.003657612228751431,0.0037627971166181505,0.044944013598831135,0.04271546119615039
positive_beta_prior,2026-01-30,BND,0.025,-0.03604134373319144,0.032140413360089916,58,2,2,-0.002461289792986137,-0.002403898934283599,0.01815190811354068,0.017335699992131384
